id,idade,curso,semestre,turno,experiencia_previa,distancia_km,tipo_instituicao,perfil_comportamental,feedback_entrevista,nota_prova_tecnica,churn
2653,24.0,0,2.0,0,1,15.0,0,0,1,5.5,0
2654,24.0,1,8.0,1,1,15.0,0,0,1,9.0,0
2655,21.0,4,3.0,2,1,26.5,0,1,1,6.0,1
2656,22.0,1,5.0,0,0,3.7,1,1,2,6.0,1
2657,23.0,4,8.0,1,1,27.1,0,2,2,6.8,1
2658,25.0,3,2.0,2,0,5.6,0,2,1,6.2,0
2659,18.0,3,8.0,0,0,13.4,0,2,0,9.6,0
2660,18.0,0,2.0,0,1,1.9,0,0,0,7.9,0
2661,19.0,4,8.0,0,1,14.2,1,1,2,4.6,1
2662,25.0,3,3.0,2,0,15.8,0,2,1,7.3,1
2663,21.0,1,2.0,0,0,25.0,1,3,0,7.4,1
2664,19.0,3,1.0,1,1,29.5,0,0,0,5.6,0
2665,25.0,4,3.0,1,0,15.9,1,3,1,8.9,1
2666,25.0,4,5.0,0,1,14.0,0,1,3,8.0,0
2667,21.0,3,8.0,2,1,24.3,0,1,2,9.4,1
2668,22.0,4,1.0,1,0,21.6,0,3,0,8.6,0
2669,24.0,3,7.0,2,1,16.7,0,2,0,4.3,0
2670,20.0,2,1.0,0,0,17.5,1,2,1,5.1,1
2671,21.0,3,8.0,2,1,3.8,1,1,3,8.9,0
2672,23.0,2,1.0,1,1,23.9,0,1,3,6.9,0
2673,22.0,2,6.0,1,1,22.6,0,0,3,9.6,0
2674,25.0,3,8.0,0,1,7.7,0,3,2,5.3,1
2675,19.0,4,4.0,0,1,24.0,1,1,0,8.9,0
2676,19.0,2,7.0,1,0,16.2,1,0,0,9.8,0
2677,20.0,3,6.0,2,1,8.5,1,0,1,8.5,0
2678,19.0,0,7.0,1,0,12.9,0,2,0,5.1,0
2679,24.0,0,2.0,2,0,19.3,0,0,1,7.6,1
2680,25.0,1,3.0,0,1,23.2,0,2,1,4.8,1
2681,18.0,4,1.0,1,1,5.0,0,2,1,7.4,0
2682,22.0,3,2.0,2,1,21.0,0,2,3,9.3,0
2683,21.0,3,5.0,2,1,14.7,1,1,0,6.7,0
2684,24.0,4,6.0,2,1,3.9,1,2,2,8.2,1
2685,22.0,4,7.0,0,0,24.8,1,3,3,5.2,0
2686,18.0,1,1.0,1,0,10.6,0,2,2,7.9,1
2687,21.0,1,8.0,0,1,9.3,1,0,3,8.9,0
2688,19.0,3,2.0,0,1,26.9,0,3,1,9.5,1
2689,23.0,1,7.0,0,0,0.5,1,1,0,6.8,0
2690,18.0,2,3.0,2,1,0.6,1,0,2,5.3,1
2691,25.0,0,7.0,2,1,20.4,1,3,2,5.7,1
2692,21.0,1,6.0,1,1,16.7,1,3,2,7.7,1
2693,23.0,3,1.0,2,0,15.2,0,1,3,8.5,0
2694,20.0,2,1.0,1,0,9.0,0,0,2,6.1,1
2695,22.0,2,6.0,1,1,1.0,1,3,3,6.1,0
2696,20.0,1,3.0,1,0,8.4,1,3,0,5.8,1
2697,19.0,1,6.0,2,0,14.5,0,1,0,10.0,1
2698,25.0,3,4.0,2,1,23.8,1,3,1,7.9,1
2699,19.0,2,1.0,0,1,29.8,1,1,2,7.1,1
2700,19.0,2,5.0,2,1,24.0,0,3,0,8.9,0
2701,22.0,3,8.0,0,0,24.7,0,3,1,9.3,1
2702,18.0,4,2.0,0,0,26.6,1,0,3,8.2,0
2703,19.0,1,8.0,2,0,17.6,1,3,1,9.3,1
2704,24.0,4,5.0,2,0,29.4,1,1,1,4.7,1
2705,19.0,4,6.0,2,0,26.3,0,0,1,6.0,1
2706,23.0,1,5.0,0,1,17.6,0,3,0,6.3,0
2707,24.0,1,7.0,1,1,1.6,1,1,1,10.0,0
2708,23.0,1,4.0,0,0,25.0,0,0,0,9.5,1
2709,21.0,4,7.0,1,0,26.0,0,1,0,8.5,0
2710,18.0,0,1.0,1,1,26.0,0,1,1,8.0,1
2711,20.0,4,5.0,1,1,15.6,0,0,1,7.8,1
2712,22.0,2,2.0,2,0,6.7,0,1,0,5.9,0
2713,24.0,1,5.0,0,0,8.8,1,3,0,8.0,1
2714,20.0,3,1.0,0,0,14.1,1,1,3,5.0,0
2715,23.0,1,6.0,1,1,13.7,0,1,3,5.7,0
2716,23.0,1,4.0,0,1,7.3,1,0,0,5.6,0
2717,25.0,3,3.0,1,1,5.7,1,2,1,8.1,0
2718,20.0,4,1.0,0,1,7.2,0,0,1,4.3,0
2719,18.0,2,2.0,0,0,16.6,1,3,2,4.4,1
2720,21.0,3,6.0,2,0,6.0,0,3,1,8.8,0
2721,20.0,0,6.0,1,1,29.8,0,2,1,9.8,1
2722,21.0,1,5.0,2,0,3.8,0,2,0,9.6,0
2723,23.0,0,7.0,0,0,16.8,1,0,3,7.2,0
2724,24.0,4,5.0,2,1,6.3,1,0,1,6.7,0
2725,20.0,2,2.0,1,1,10.2,1,2,2,6.1,1
2726,19.0,1,8.0,2,0,17.7,0,0,0,6.8,1
2727,20.0,1,2.0,1,0,22.3,1,0,3,7.7,1
2728,18.0,4,1.0,0,0,18.8,1,0,0,7.5,0
2729,21.0,1,6.0,1,0,7.7,1,3,2,9.4,1
2730,19.0,1,4.0,1,0,0.9,0,1,0,9.0,0
2731,19.0,0,8.0,0,0,15.1,1,3,2,8.5,1
2732,24.0,3,5.0,0,1,15.1,1,3,2,6.6,1
2733,19.0,3,2.0,0,1,29.2,1,1,2,9.7,1
2734,22.0,1,1.0,2,1,18.5,1,3,0,7.4,0
2735,23.0,4,6.0,2,0,27.1,0,0,1,5.2,1
2736,22.0,4,2.0,2,0,16.6,1,1,3,5.6,0
2737,18.0,2,6.0,1,0,7.4,0,0,1,9.6,0
2738,23.0,0,7.0,1,0,6.1,0,0,0,7.8,0
2739,24.0,3,4.0,2,0,25.8,0,2,0,8.9,0
2740,19.0,1,3.0,0,1,13.7,1,1,0,5.7,0
2741,23.0,4,8.0,0,0,4.0,0,0,1,8.8,0
2742,21.0,0,5.0,2,0,26.2,0,1,3,9.3,0
2743,18.0,3,6.0,1,1,2.5,1,3,1,8.1,0
2744,21.0,2,5.0,0,0,21.4,1,3,3,7.1,0
2745,23.0,2,7.0,0,0,2.0,0,1,0,9.2,0
2746,21.0,0,8.0,1,1,22.2,1,3,2,9.5,1
2747,19.0,3,7.0,1,1,6.9,1,3,1,6.9,0
2748,23.0,2,7.0,2,1,18.4,1,1,0,4.7,0
2749,23.0,3,3.0,2,1,21.2,0,3,1,5.8,1
2750,22.0,3,2.0,2,0,4.9,0,2,0,5.5,0
2751,24.0,2,1.0,0,1,28.8,1,0,2,5.2,1
2752,21.0,4,5.0,0,1,8.6,0,2,2,6.4,1
2753,18.0,1,3.0,2,0,2.6,1,0,3,5.1,0
2754,20.0,1,6.0,1,0,8.1,0,1,2,7.3,1
2755,22.0,2,6.0,0,1,25.7,1,3,2,7.1,1
2756,23.0,2,5.0,2,0,1.3,1,3,2,9.1,1
2757,23.0,1,7.0,1,0,20.5,0,0,0,4.1,1
2758,20.0,0,8.0,1,0,19.7,1,3,1,7.6,1
2759,20.0,0,2.0,2,1,22.7,0,2,0,9.4,0
2760,20.0,3,2.0,2,0,21.2,1,0,0,8.7,0
2761,20.0,2,4.0,0,1,10.5,1,2,1,6.2,0
2762,22.0,2,3.0,2,0,4.3,0,0,1,8.1,0
2763,21.0,4,5.0,2,0,4.2,0,2,0,7.5,0
2764,21.0,3,4.0,0,1,17.6,0,2,2,5.7,1
2765,23.0,1,3.0,2,0,1.5,0,1,1,5.2,1
2766,24.0,3,8.0,2,1,10.3,1,2,0,4.2,0
2767,19.0,4,8.0,2,0,11.1,0,0,2,5.5,1
2768,19.0,4,3.0,1,1,11.9,0,2,2,7.6,1
2769,21.0,1,8.0,2,1,6.9,1,0,3,8.6,0
2770,20.0,0,8.0,1,1,1.7,1,2,0,4.9,0
2771,23.0,2,7.0,1,1,8.7,0,0,3,4.8,0
2772,25.0,3,5.0,0,0,15.2,0,2,1,5.1,1
2773,25.0,0,7.0,0,1,14.7,1,2,0,8.8,0
2774,18.0,2,6.0,0,1,23.6,1,3,1,7.6,1
2775,25.0,3,2.0,1,1,22.6,0,1,0,4.0,0
2776,21.0,0,7.0,1,1,21.5,0,3,1,9.2,1
2777,22.0,2,4.0,1,1,28.8,0,3,0,5.4,0
2778,25.0,4,4.0,0,1,29.4,1,0,0,8.6,0
2779,23.0,0,7.0,2,1,6.2,1,1,0,6.1,0
2780,24.0,0,5.0,2,0,26.4,1,2,2,9.1,1
2781,19.0,2,2.0,1,0,2.4,1,2,2,4.7,1
2782,24.0,2,2.0,1,0,13.0,0,0,0,9.2,0
2783,22.0,4,5.0,0,0,3.6,1,0,0,4.3,0
2784,23.0,2,5.0,2,1,15.3,1,2,3,5.6,0
2785,18.0,2,5.0,0,1,10.6,1,0,2,4.4,1
2786,22.0,1,1.0,2,0,24.3,1,3,3,8.3,1
2787,20.0,2,5.0,1,0,20.6,1,1,3,4.2,0
2788,24.0,4,8.0,2,0,16.8,1,0,2,9.4,1
2789,23.0,2,2.0,1,0,12.2,0,3,1,6.4,0
2790,24.0,2,7.0,1,0,23.3,1,0,1,8.6,1
2791,22.0,4,5.0,0,0,0.7,0,1,1,8.9,0
2792,25.0,1,8.0,0,1,6.7,1,3,1,5.0,0
2793,24.0,3,4.0,0,0,28.1,0,2,1,7.3,1
2794,18.0,3,6.0,0,1,2.4,1,0,2,6.5,1
2795,25.0,4,4.0,2,1,17.8,1,1,3,6.0,0
2796,23.0,0,3.0,0,1,4.5,1,2,0,4.6,0
2797,19.0,1,6.0,2,0,1.4,1,3,0,6.3,0
2798,19.0,0,8.0,2,1,5.5,0,1,2,8.0,1
2799,21.0,3,3.0,0,1,8.4,1,3,1,6.5,0
2800,18.0,2,3.0,0,1,20.4,0,0,3,6.4,0
2801,25.0,1,7.0,0,1,21.3,0,3,2,9.8,1
2802,19.0,2,5.0,0,0,29.3,1,3,2,5.4,1
2803,20.0,1,6.0,1,0,13.2,0,3,1,5.5,1
2804,20.0,2,3.0,0,0,2.2,0,2,2,8.6,1
2805,21.0,2,5.0,2,1,3.3,1,2,0,7.2,0
2806,20.0,0,8.0,2,0,8.3,1,3,3,7.7,0
2807,25.0,2,4.0,2,0,11.0,0,0,0,6.9,0
2808,19.0,0,7.0,2,1,23.0,1,0,0,9.0,0
2809,22.0,4,5.0,2,0,11.0,0,1,3,7.3,0
2810,18.0,0,8.0,1,0,11.2,0,2,2,6.5,1
2811,21.0,4,7.0,2,1,27.6,1,2,2,4.3,1
2812,21.0,0,2.0,2,1,3.4,1,3,1,9.1,0
2813,24.0,4,7.0,0,1,7.8,0,2,1,6.5,0
2814,21.0,3,7.0,1,0,21.2,1,2,0,8.6,0
2815,25.0,0,8.0,1,1,2.8,0,1,1,8.3,0
2816,23.0,3,3.0,0,0,14.1,0,3,0,6.2,0
2817,21.0,2,7.0,0,1,7.4,0,3,1,6.5,0
2818,24.0,4,6.0,1,1,10.0,1,0,2,5.3,1
2819,24.0,0,3.0,0,0,6.7,1,3,0,8.0,0
2820,19.0,2,2.0,2,0,21.0,1,3,2,7.4,1
2821,25.0,4,1.0,2,0,6.6,0,2,3,4.8,0
2822,18.0,0,7.0,1,0,1.8,0,3,2,8.2,1
2823,18.0,2,3.0,0,0,21.7,1,1,0,9.1,0
2824,19.0,0,4.0,0,0,11.1,0,2,2,6.4,1
2825,24.0,2,7.0,0,1,19.1,0,3,2,7.4,1
2826,19.0,1,6.0,1,0,10.0,0,1,3,9.1,1
2827,23.0,0,7.0,0,1,17.5,1,1,3,4.7,0
2828,19.0,0,4.0,1,1,18.2,1,2,0,5.1,0
2829,21.0,0,2.0,0,0,18.3,0,2,3,6.5,0
2830,19.0,0,5.0,1,1,27.3,0,3,3,8.1,0
2831,19.0,3,5.0,0,0,20.4,1,0,1,10.0,1
2832,24.0,0,8.0,1,0,21.8,0,2,0,4.7,0
2833,22.0,3,5.0,2,0,26.8,0,3,3,6.9,0
2834,20.0,1,7.0,1,0,13.3,0,2,0,7.5,1
2835,21.0,0,5.0,1,1,13.6,0,2,0,7.6,0
2836,22.0,3,4.0,0,1,12.7,1,1,0,7.4,0
2837,22.0,2,3.0,0,1,0.8,1,3,3,4.1,0
2838,22.0,3,5.0,1,0,12.0,1,3,1,4.5,0
2839,18.0,4,2.0,2,0,14.1,1,1,0,5.4,0
2840,25.0,2,6.0,0,0,24.2,0,0,0,6.3,0
2841,19.0,1,3.0,1,1,19.9,0,0,1,5.4,1
2842,22.0,4,1.0,1,1,16.6,0,0,2,6.5,1
2843,25.0,1,4.0,1,1,16.2,0,1,3,7.0,0
2844,22.0,2,8.0,1,1,25.7,1,1,1,7.1,1
2845,18.0,0,8.0,2,1,26.9,0,3,0,6.2,0
2846,20.0,4,7.0,1,0,2.2,0,2,1,4.0,0
2847,19.0,4,4.0,0,0,7.9,1,3,0,9.9,0
2848,21.0,4,4.0,2,1,28.1,0,3,3,8.7,0
2849,22.0,2,4.0,0,0,20.5,1,2,2,5.0,1
2850,18.0,2,8.0,2,0,20.7,0,0,1,6.2,1
2851,19.0,3,3.0,2,1,17.0,1,2,0,9.1,0
2852,23.0,4,4.0,1,0,16.3,1,2,1,8.7,1
2853,19.0,2,1.0,1,0,2.9,1,1,0,5.4,0
2854,24.0,1,8.0,1,1,29.9,0,0,0,8.2,0
2855,24.0,1,8.0,0,0,15.0,1,0,0,5.5,1
2856,22.0,2,4.0,1,1,15.1,0,0,2,4.1,1
2857,24.0,0,3.0,1,0,26.8,1,0,2,5.0,1
2858,21.0,4,4.0,1,1,21.2,1,2,3,5.6,0
2859,22.0,2,7.0,2,0,2.3,0,1,2,8.7,1
2860,19.0,3,1.0,0,1,11.4,1,0,2,8.3,1
2861,20.0,1,8.0,0,0,25.5,1,2,0,7.8,1
2862,24.0,1,2.0,2,1,27.5,1,3,1,5.9,1
2863,20.0,1,5.0,0,0,27.3,1,3,0,7.6,1
2864,20.0,1,4.0,2,0,4.9,0,1,0,9.5,0
2865,18.0,0,3.0,1,0,1.4,0,3,2,6.4,1
2866,24.0,1,6.0,0,0,22.8,0,3,2,9.2,1
2867,19.0,4,6.0,1,1,24.1,0,1,0,9.6,0
2868,23.0,0,4.0,1,0,9.7,1,3,3,6.3,0
2869,21.0,0,6.0,1,0,24.5,1,1,0,6.0,0
2870,21.0,0,4.0,0,0,7.1,1,0,0,7.0,0
2871,18.0,3,7.0,1,0,19.0,0,0,0,9.2,0
2872,23.0,3,6.0,0,0,13.6,0,3,3,5.6,0
2873,23.0,1,5.0,0,0,1.7,0,2,2,7.2,1
2874,20.0,0,6.0,0,1,21.1,0,1,1,4.3,1
2875,25.0,2,7.0,1,1,24.9,0,0,2,7.2,1
2876,21.0,4,2.0,2,0,24.3,0,2,2,8.5,1
2877,20.0,2,1.0,2,0,15.5,1,0,2,6.0,1
2878,25.0,0,4.0,1,1,19.9,1,1,3,9.0,0
2879,21.0,1,8.0,0,1,14.0,1,2,2,5.2,1
2880,25.0,4,3.0,0,1,26.5,1,2,1,8.3,1
2881,18.0,1,5.0,1,0,25.4,0,1,2,7.4,1
2882,25.0,0,3.0,1,1,6.2,0,0,1,8.0,0
2883,20.0,0,2.0,0,1,7.7,1,0,1,4.9,0
2884,19.0,2,8.0,2,1,2.8,0,3,1,8.9,0
2885,23.0,0,8.0,0,1,22.4,0,1,0,9.4,0
2886,22.0,4,3.0,2,0,22.9,1,3,0,9.5,0
2887,21.0,3,7.0,2,1,22.4,0,0,1,9.3,1
2888,21.0,1,6.0,1,0,17.5,0,2,2,7.5,1
2889,18.0,1,8.0,2,1,15.7,0,3,0,6.9,0
2890,18.0,4,1.0,1,1,23.1,1,0,3,9.4,0
2891,18.0,2,3.0,2,1,16.4,0,3,0,5.5,0
2892,20.0,1,2.0,1,1,8.1,0,3,3,8.7,0
2893,19.0,0,6.0,2,1,16.9,0,3,1,9.0,1
2894,20.0,0,5.0,0,1,16.6,1,0,0,7.7,0
2895,19.0,3,4.0,1,1,20.8,0,2,3,8.7,0
2896,21.0,0,4.0,1,1,14.1,1,1,3,7.4,0
2897,24.0,1,1.0,1,0,0.9,0,1,1,6.0,1
2898,21.0,2,1.0,1,1,28.7,0,2,2,7.7,1
2899,23.0,2,3.0,1,1,5.9,0,2,2,6.4,1
2900,21.0,1,1.0,1,1,5.9,1,3,0,7.1,0
2901,18.0,3,2.0,2,0,1.2,1,2,0,7.5,0
2902,21.0,2,8.0,2,1,13.2,0,3,0,5.1,0
2903,20.0,2,1.0,2,0,9.2,1,0,1,4.3,0
2904,18.0,2,7.0,1,1,14.7,1,2,1,7.5,0
2905,23.0,4,5.0,2,1,5.5,0,3,2,5.5,1
2906,18.0,0,1.0,1,1,7.7,1,1,2,4.7,1
2907,18.0,3,7.0,1,0,3.2,1,3,2,6.9,1
2908,18.0,2,6.0,2,0,4.8,0,0,3,7.4,0
2909,19.0,2,6.0,1,0,18.1,0,1,3,9.1,0
2910,19.0,3,1.0,2,0,11.8,1,3,3,4.4,0
2911,21.0,2,4.0,1,1,6.7,1,3,1,8.1,0
2912,19.0,4,3.0,2,0,16.8,0,3,1,8.6,1
2913,23.0,3,3.0,2,1,7.1,0,3,3,8.5,0
2914,25.0,2,3.0,1,0,22.3,1,3,1,8.9,1
2915,24.0,2,5.0,0,1,3.3,0,1,2,7.4,1
2916,23.0,3,4.0,2,1,18.0,0,2,1,9.7,1
2917,23.0,2,1.0,1,1,4.8,1,0,1,9.7,0
2918,23.0,1,3.0,0,0,15.9,0,3,0,8.3,1
2919,20.0,2,4.0,2,1,5.5,1,2,0,8.5,0
2920,20.0,2,7.0,0,0,12.2,0,0,0,8.8,0
2921,24.0,3,2.0,2,1,5.7,1,3,3,9.6,0
2922,23.0,2,4.0,1,1,29.8,0,1,2,7.9,1
2923,21.0,0,8.0,2,0,14.7,0,1,3,7.1,0
2924,18.0,2,8.0,2,0,15.4,0,1,0,5.2,0
2925,19.0,1,6.0,1,0,17.2,1,1,1,7.7,1
2926,21.0,4,4.0,1,1,26.4,1,2,0,9.0,0
2927,25.0,4,3.0,2,1,21.9,0,2,2,5.6,1
2928,24.0,0,6.0,1,1,10.0,0,3,2,7.5,1
2929,21.0,3,5.0,0,0,7.2,1,0,1,4.9,0
2930,25.0,2,6.0,0,1,1.8,1,0,0,8.4,0
2931,25.0,2,3.0,0,0,9.0,1,2,1,9.1,0
2932,22.0,2,7.0,1,1,21.1,0,3,1,9.5,1
2933,19.0,3,5.0,0,1,10.5,1,1,3,6.7,0
2934,25.0,2,1.0,0,0,1.2,1,1,3,9.0,0
2935,24.0,3,6.0,1,1,17.0,1,0,0,5.8,0
2936,24.0,3,6.0,2,1,20.6,1,3,1,4.5,1
2937,25.0,1,4.0,0,0,23.2,0,1,1,9.4,1
2938,18.0,0,7.0,1,0,25.2,1,0,0,6.9,0
2939,19.0,3,4.0,0,0,19.7,1,3,3,7.2,0
2940,23.0,0,7.0,0,0,22.4,0,1,0,4.7,0
2941,20.0,2,8.0,2,1,19.2,0,3,0,5.2,0
2942,18.0,4,1.0,0,1,28.8,0,3,1,4.2,1
2943,18.0,0,1.0,1,0,28.0,1,2,0,4.6,0
2944,25.0,4,4.0,1,0,30.0,1,1,1,5.2,1
2945,20.0,4,5.0,1,0,18.6,0,3,1,5.7,1
2946,23.0,3,6.0,0,1,7.2,1,2,2,7.4,1
2947,23.0,2,4.0,1,1,17.7,1,2,2,5.1,1
2948,21.0,1,6.0,1,0,24.3,1,3,0,9.4,1
2949,19.0,2,5.0,0,0,6.5,1,3,0,9.8,0
2950,22.0,3,7.0,1,0,12.0,0,2,1,5.6,0
2951,25.0,1,1.0,2,0,5.2,1,2,0,6.3,0
2952,22.0,3,2.0,0,0,15.8,1,1,3,9.7,0
2953,25.0,2,1.0,2,0,13.5,1,0,3,7.9,0
2954,19.0,4,2.0,0,1,8.0,0,3,3,5.1,0
2955,19.0,2,3.0,1,1,8.5,0,2,2,8.7,1
2956,21.0,3,4.0,1,1,27.6,1,0,3,9.1,0
2957,23.0,2,8.0,2,0,12.0,1,3,0,5.1,0
2958,24.0,3,8.0,0,0,13.1,1,0,0,8.3,0
2959,18.0,2,4.0,0,0,10.5,0,3,3,5.0,0
2960,20.0,0,4.0,2,1,9.2,0,2,2,6.5,1
2961,25.0,0,8.0,1,1,11.2,1,2,2,8.8,1
2962,20.0,1,7.0,2,0,4.4,0,0,2,7.1,1
2963,18.0,3,3.0,0,0,26.1,0,2,2,5.0,1
2964,19.0,2,4.0,0,1,13.9,1,1,2,7.7,1
2965,20.0,2,8.0,2,0,8.1,1,1,2,5.6,1
2966,18.0,4,8.0,0,0,12.0,0,0,0,5.3,0
2967,23.0,4,6.0,0,0,18.2,0,0,3,5.6,0
2968,21.0,3,1.0,0,1,26.0,1,0,3,4.8,0
2969,24.0,1,6.0,0,1,27.7,1,1,0,5.4,0
2970,18.0,2,6.0,1,0,29.4,1,3,2,10.0,1
2971,20.0,3,5.0,1,1,20.6,1,3,0,6.3,0
2972,23.0,3,7.0,2,1,28.8,1,0,0,8.3,0
2973,19.0,3,3.0,2,0,4.1,0,3,3,4.6,0
2974,23.0,1,2.0,2,0,7.8,1,2,0,6.8,0
2975,24.0,2,7.0,2,1,2.3,0,2,1,8.2,0
2976,20.0,1,4.0,2,1,3.0,1,1,2,9.7,1
2977,21.0,3,5.0,0,1,7.1,0,0,3,7.4,0
2978,20.0,0,2.0,0,0,2.6,1,2,0,8.8,0
2979,24.0,0,1.0,2,1,24.9,0,1,0,5.6,0
2980,22.0,2,5.0,1,0,5.4,0,3,1,6.6,0
2981,19.0,4,2.0,0,1,14.2,1,2,1,6.8,0
2982,23.0,3,8.0,1,1,21.3,1,3,1,7.8,1
2983,22.0,4,6.0,1,1,20.1,0,0,0,8.5,0
2984,19.0,2,8.0,1,1,27.5,0,3,3,5.0,0
2985,23.0,0,7.0,0,1,25.7,0,2,0,8.0,0
2986,18.0,3,2.0,0,1,24.5,1,2,1,4.1,1
2987,22.0,3,8.0,2,1,20.5,1,2,3,7.1,0
2988,24.0,1,1.0,0,1,1.0,0,3,3,6.5,0
2989,21.0,0,3.0,2,0,19.1,1,3,1,8.2,1
2990,22.0,4,1.0,0,1,22.5,1,1,0,4.0,0
2991,20.0,3,7.0,0,0,19.0,0,2,0,9.4,0
2992,18.0,1,5.0,2,0,12.3,0,0,0,4.8,1
2993,20.0,2,1.0,2,1,6.7,0,3,2,6.0,1
2994,23.0,2,3.0,1,0,11.9,1,1,0,7.0,0
2995,21.0,4,2.0,2,0,14.9,0,1,0,4.9,0
2996,24.0,3,2.0,2,0,4.4,1,3,3,6.9,0
2997,18.0,3,2.0,1,1,1.4,0,2,2,4.9,1
2998,25.0,0,8.0,2,0,24.8,1,0,0,6.4,0
2999,18.0,1,6.0,0,1,23.9,1,3,1,4.0,1
3000,23.0,0,7.0,0,1,20.8,1,2,0,8.9,0
3001,18.0,4,7.0,1,0,7.7,0,2,1,9.6,0
3002,24.0,3,3.0,2,0,19.9,0,0,0,6.2,0
3003,25.0,0,3.0,0,0,8.9,1,1,2,8.9,1
3004,20.0,1,8.0,1,0,27.2,0,0,3,4.8,1
3005,22.0,2,4.0,0,1,21.9,0,1,2,7.0,1
3006,23.0,4,6.0,1,0,6.5,1,1,1,4.9,0
3007,21.0,1,7.0,2,0,3.2,1,3,1,4.9,1
3008,18.0,0,5.0,0,1,8.2,1,0,3,7.4,0
3009,24.0,0,2.0,1,1,9.6,0,3,1,4.4,0
3010,24.0,1,8.0,1,0,20.3,0,0,2,5.3,1
3011,19.0,2,3.0,0,0,17.0,1,3,0,7.9,0
3012,25.0,2,7.0,1,1,25.7,1,0,2,7.6,1
3013,18.0,1,7.0,1,0,22.8,1,2,2,9.7,1
3014,23.0,4,8.0,0,0,18.1,1,2,1,7.4,1
3015,25.0,0,7.0,0,0,1.2,0,2,1,5.4,0
3016,18.0,4,4.0,0,0,0.6,1,1,1,4.0,0
3017,20.0,1,3.0,2,1,6.4,0,2,3,5.5,0
3018,22.0,1,3.0,1,0,12.3,1,2,1,7.2,1
3019,23.0,3,6.0,2,1,11.4,1,3,2,6.8,1
3020,22.0,4,2.0,0,0,15.8,0,2,0,5.3,0
3021,24.0,0,7.0,1,1,16.7,0,3,0,4.8,0
3022,25.0,0,5.0,0,1,28.8,1,3,0,9.3,0
3023,23.0,4,6.0,1,1,20.8,1,3,3,4.7,0
3024,23.0,2,1.0,2,0,5.9,0,1,0,8.8,0
3025,23.0,2,3.0,1,1,9.1,0,0,1,8.7,0
3026,25.0,3,8.0,2,0,17.0,0,1,1,5.8,1
3027,21.0,1,7.0,1,1,5.5,0,2,1,8.2,0
3028,21.0,4,7.0,1,0,1.3,0,3,3,6.1,0
3029,18.0,3,1.0,0,0,7.5,0,0,2,9.9,1
3030,25.0,4,5.0,0,0,14.6,0,2,2,7.9,1
3031,21.0,4,8.0,1,1,29.2,1,0,1,9.8,1
3032,22.0,4,7.0,1,0,19.2,1,1,2,8.4,1
3033,20.0,4,5.0,1,1,8.8,1,0,0,9.7,0
3034,19.0,4,6.0,1,0,1.7,1,1,0,7.0,0
3035,25.0,4,2.0,0,0,28.7,0,3,2,5.9,1
3036,19.0,0,4.0,1,0,22.7,0,3,3,5.4,0
3037,25.0,3,1.0,0,1,24.8,0,0,0,5.9,0
3038,19.0,3,4.0,2,1,23.2,0,1,2,9.6,1
3039,19.0,2,1.0,2,0,19.1,1,2,0,9.4,0
3040,21.0,2,3.0,2,1,14.7,1,0,0,7.0,0
3041,23.0,4,8.0,1,0,3.1,0,2,3,7.9,0
3042,19.0,0,2.0,1,0,10.9,1,3,2,5.6,1
3043,18.0,4,6.0,1,1,23.3,1,3,3,4.9,0
3044,19.0,3,1.0,0,0,5.2,1,2,3,8.3,0
3045,25.0,3,4.0,2,1,13.1,1,0,3,5.8,0
3046,18.0,4,5.0,2,0,29.2,0,2,3,4.5,0
3047,19.0,3,1.0,1,0,2.5,1,3,1,9.2,0
3048,24.0,2,5.0,1,1,13.1,0,0,2,4.3,1
3049,23.0,1,3.0,0,0,15.6,0,1,1,9.3,1
3050,22.0,3,7.0,1,1,6.9,0,0,1,8.9,0
3051,23.0,2,6.0,2,1,17.5,1,0,3,5.7,0
3052,21.0,3,4.0,0,0,24.1,0,3,3,5.2,0
3053,21.0,2,5.0,1,1,28.4,0,0,0,5.3,0
3054,18.0,3,1.0,1,1,22.2,0,3,0,8.4,0
3055,20.0,0,8.0,2,0,25.5,0,0,1,4.4,1
3056,22.0,4,2.0,1,1,4.0,0,3,1,8.5,0
3057,19.0,4,1.0,2,1,9.3,1,2,3,9.8,0
3058,20.0,1,6.0,0,0,25.7,1,2,0,5.9,1
3059,20.0,3,6.0,0,0,8.6,1,3,2,4.5,1
3060,19.0,2,5.0,1,0,8.8,1,0,3,6.6,0
3061,22.0,2,3.0,2,0,22.6,1,2,2,8.6,1
3062,25.0,2,2.0,2,1,7.1,0,2,3,6.8,0
3063,24.0,2,2.0,1,1,28.9,0,0,1,8.5,1
3064,20.0,0,7.0,2,0,16.3,1,2,1,9.3,1
3065,25.0,3,7.0,0,1,21.1,1,1,3,6.1,0
3066,19.0,1,4.0,1,1,13.0,1,3,1,6.5,0
3067,18.0,1,1.0,2,0,25.6,1,0,2,5.3,1
3068,23.0,2,6.0,1,1,12.8,1,0,1,8.8,0
3069,24.0,4,1.0,1,0,8.1,1,1,0,9.2,0
3070,23.0,1,4.0,2,0,14.3,1,2,3,5.0,1
3071,24.0,1,4.0,1,0,22.4,0,0,2,6.5,1
3072,19.0,2,3.0,1,0,5.7,1,3,1,7.5,0
3073,24.0,2,2.0,0,0,8.6,1,3,0,8.0,0
3074,22.0,2,3.0,2,0,7.9,0,0,3,4.1,0
